L1p,L1s,L3p,L3s,Lm,Wn1,Wn2,S11,S22,LargeSignalPowerGain,PAE,DrainEfficiency,PSAT,PowerConsumption
5.25e-10,4e-11,2.38e-10,6e-11,8.75e-11,1.6e-05,3.6e-05,-0.447,-3.492,5.884,1.439,3.689,-2.477,0.0136
5.25e-10,4e-11,2.38e-10,6e-11,8.75e-11,1.6e-05,4e-05,-0.446,-5.118,4.643,0.996,3.465,-2.612,0.0145
5.25e-10,4e-11,2.38e-10,6e-11,8.75e-11,1.9e-05,3.2e-05,-0.509,-2.297,8.229,1.993,3.815,-2.065,0.0136
5.25e-10,4e-11,2.38e-10,6e-11,8.75e-11,1.9e-05,2.4e-05,-0.506,-0.957,9.112,1.704,3.168,-3.359,0.0118
5.25e-10,4e-11,2.38e-10,6e-11,8.75e-11,1.9e-05,2.8e-05,-0.509,-1.472,8.938,1.868,3.442,-2.707,0.0127
5.25e-10,4e-11,2.38e-10,6e-11,8.75e-11,1.9e-05,3.6e-05,-0.508,-3.503,7.217,1.937,3.998,-1.773,0.0145
5.25e-10,4e-11,2.38e-10,6e-11,8.75e-11,1.9e-05,4e-05,-0.506,-5.096,5.983,1.591,3.941,-1.752,0.0155
5.25e-10,4e-11,2.38e-10,6e-11,8.75e-11,2.5e-05,3.2e-05,-0.701,-2.317,9.431,2.189,4.032,-1.276,0.0156
5.25e-10,4e-11,2.38e-10,6e-11,8.75e-11,2.5e-05,2.4e-05,-0.72,-1.071,10.81,1.921,3.293,-2.716,0.0137
5.25e-10,4e-11,2.38e-10,6e-11,8.75e-11,2.5e-05,2.8e-05,-0.71,-1.557,10.21,2.002,3.572,-2.018,0.0147
5.25e-10,4e-11,2.38e-10,6e-11,8.75e-11,2.5e-05,3.6e-05,-0.693,-3.443,8.501,2.278,4.318,-0.898,0.0165
5.25e-10,4e-11,2.38e-10,6e-11,8.75e-11,2.5e-05,4e-05,-0.687,-4.957,7.398,2.172,4.375,-0.806,0.0174
5.25e-10,4e-11,2.38e-10,6e-11,8.75e-11,2.8e-05,3.2e-05,-0.814,-2.257,9.125,2.069,4.058,-1.088,0.0166
5.25e-10,4e-11,2.38e-10,6e-11,8.75e-11,2.8e-05,2.4e-05,-0.849,-1.092,10.31,1.815,3.317,-2.566,0.0147
5.25e-10,4e-11,2.38e-10,6e-11,8.75e-11,2.8e-05,2.8e-05,-0.828,-1.539,9.755,1.87,3.583,-1.858,0.0156
5.25e-10,4e-11,2.38e-10,6e-11,8.75e-11,2.8e-05,3.6e-05,-0.804,-3.341,8.355,2.197,4.37,-0.679,0.0175
5.25e-10,4e-11,2.38e-10,6e-11,8.75e-11,2.8e-05,4e-05,-0.798,-4.819,7.396,2.166,4.458,-0.559,0.0184
5.25e-10,4e-11,2.38e-10,6e-11,2.63e-10,2.2e-05,3.2e-05,-0.612,-2.618,9.92,2.009,3.565,-2.456,0.0146
5.25e-10,4e-11,2.38e-10,6e-11,2.63e-10,2.2e-05,2.4e-05,-0.633,-1.315,12.36,1.636,2.785,-4.087,0.0127
5.25e-10,4e-11,2.38e-10,6e-11,2.63e-10,2.2e-05,2.8e-05,-0.621,-1.888,11.27,1.793,3.099,-3.253,0.0136
5.25e-10,4e-11,2.38e-10,6e-11,2.63e-10,2.2e-05,3.6e-05,-0.605,-3.511,8.503,2.027,3.772,-2.149,0.0155
5.25e-10,4e-11,2.38e-10,6e-11,2.63e-10,2.2e-05,4e-05,-0.601,-4.502,7.058,1.715,3.72,-2.147,0.0164
5.25e-10,4e-11,2.38e-10,6e-11,2.63e-10,1.6e-05,3.2e-05,-0.427,-2.7,8.079,1.742,3.339,-3.351,0.0126
5.25e-10,4e-11,2.38e-10,6e-11,2.63e-10,1.6e-05,2.4e-05,-0.427,-1.225,10.19,1.514,2.719,-4.784,0.0108
5.25e-10,4e-11,2.38e-10,6e-11,2.63e-10,1.6e-05,2.8e-05,-0.428,-1.89,9.448,1.689,3.001,-4.002,0.0117
5.25e-10,4e-11,2.38e-10,6e-11,2.63e-10,1.6e-05,3.6e-05,-0.426,-3.635,6.537,1.459,3.413,-3.141,0.0135
5.25e-10,4e-11,2.38e-10,6e-11,2.63e-10,1.6e-05,4e-05,-0.425,-4.637,4.964,0.912,3.108,-3.373,0.0145
5.25e-10,4e-11,2.38e-10,6e-11,2.63e-10,1.9e-05,3.2e-05,-0.5,-2.674,9.345,1.955,3.493,-2.833,0.0136
5.25e-10,4e-11,2.38e-10,6e-11,2.63e-10,1.9e-05,2.4e-05,-0.506,-1.275,11.71,1.612,2.774,-4.391,0.0117
5.25e-10,4e-11,2.38e-10,6e-11,2.63e-10,1.9e-05,2.8e-05,-0.504,-1.903,10.74,1.791,3.074,-3.579,0.0127
5.25e-10,4e-11,2.38e-10,6e-11,2.63e-10,1.9e-05,3.6e-05,-0.497,-3.585,7.839,1.865,3.643,-2.569,0.0145
5.25e-10,4e-11,2.38e-10,6e-11,2.63e-10,1.9e-05,4e-05,-0.494,-4.578,6.313,1.402,3.506,-2.632,0.0154
5.25e-10,4e-11,2.38e-10,6e-11,2.63e-10,2.5e-05,3.2e-05,-0.75,-2.531,9.812,1.929,3.597,-2.166,0.0155
5.25e-10,4e-11,2.38e-10,6e-11,2.63e-10,2.5e-05,2.4e-05,-0.787,-1.309,12.05,1.559,2.774,-3.845,0.0137
5.25e-10,4e-11,2.38e-10,6e-11,2.63e-10,2.5e-05,2.8e-05,-0.764,-1.828,11.01,1.703,3.106,-2.983,0.0146
5.25e-10,4e-11,2.38e-10,6e-11,2.63e-10,2.5e-05,3.6e-05,-0.743,-3.416,8.538,1.997,3.842,-1.826,0.0165
5.25e-10,4e-11,2.38e-10,6e-11,2.63e-10,2.5e-05,4e-05,-0.738,-4.415,7.206,1.802,3.844,-1.787,0.0174
5.25e-10,4e-11,2.38e-10,6e-11,2.63e-10,2.8e-05,3.2e-05,-0.879,-2.433,9.098,1.746,3.606,-1.96,0.0165
5.25e-10,4e-11,2.38e-10,6e-11,2.63e-10,2.8e-05,2.4e-05,-0.907,-1.253,10.92,1.38,2.756,-3.676,0.0147
5.25e-10,4e-11,2.38e-10,6e-11,2.63e-10,2.8e-05,2.8e-05,-0.887,-1.741,10.08,1.52,3.102,-2.79,0.0156
5.25e-10,4e-11,2.38e-10,6e-11,2.63e-10,2.8e-05,3.6e-05,-0.876,-3.323,7.993,1.838,3.875,-1.596,0.0174
5.25e-10,4e-11,2.38e-10,6e-11,2.63e-10,2.8e-05,4e-05,-0.875,-4.342,6.789,1.69,3.912,-1.526,0.0184
5.25e-10,4e-11,2.38e-10,3e-11,1.75e-10,2.2e-05,3.2e-05,-0.6,-1.07,6.043,0.556,1.581,-5.735,0.0146
5.25e-10,4e-11,2.38e-10,3e-11,1.75e-10,2.2e-05,2.4e-05,-0.61,-0.564,7.53,0.489,1.224,-7.381,0.0127
5.25e-10,4e-11,2.38e-10,3e-11,1.75e-10,2.2e-05,2.8e-05,-0.606,-0.775,6.922,0.519,1.381,-6.523,0.0137
5.25e-10,4e-11,2.38e-10,3e-11,1.75e-10,2.2e-05,3.6e-05,-0.595,-1.453,5.064,0.538,1.706,-5.325,0.0155
5.25e-10,4e-11,2.38e-10,3e-11,1.75e-10,2.2e-05,4e-05,-0.59,-1.901,4.002,0.437,1.758,-5.139,0.0164
5.25e-10,4e-11,2.38e-10,3e-11,1.75e-10,1.6e-05,3.2e-05,-0.437,-1.072,3.973,0.342,1.431,-6.842,0.0126
5.25e-10,4e-11,2.38e-10,3e-11,1.75e-10,1.6e-05,2.4e-05,-0.435,-0.524,4.837,0.318,1.173,-8.23,0.0108
5.25e-10,4e-11,2.38e-10,3e-11,1.75e-10,1.6e-05,2.8e-05,-0.437,-0.75,4.72,0.364,1.294,-7.475,0.0117
5.25e-10,4e-11,2.38e-10,3e-11,1.75e-10,1.6e-05,3.6e-05,-0.436,-1.482,2.962,0.243,1.505,-6.5,0.0135
5.25e-10,4e-11,2.38e-10,3e-11,1.75e-10,1.6e-05,4e-05,-0.435,-1.946,1.813,0.108,1.488,-6.402,0.0145
5.25e-10,4e-11,2.38e-10,3e-11,1.75e-10,1.9e-05,3.2e-05,-0.503,-1.075,5.305,0.489,1.519,-6.212,0.0136
5.25e-10,4e-11,2.38e-10,3e-11,1.75e-10,1.9e-05,2.4e-05,-0.503,-0.542,6.524,0.433,1.204,-7.74,0.0118
5.25e-10,4e-11,2.38e-10,3e-11,1.75e-10,1.9e-05,2.8e-05,-0.505,-0.765,6.149,0.477,1.345,-6.934,0.0127
5.25e-10,4e-11,2.38e-10,3e-11,1.75e-10,1.9e-05,3.6e-05,-0.501,-1.472,4.284,0.432,1.622,-5.837,0.0145
5.25e-10,4e-11,2.38e-10,3e-11,1.75e-10,1.9e-05,4e-05,-0.499,-1.928,3.16,0.295,1.655,-5.659,0.0154
5.25e-10,4e-11,2.38e-10,3e-11,1.75e-10,2.5e-05,3.2e-05,-0.722,-1.049,6.144,0.551,1.618,-5.408,0.0156
5.25e-10,4e-11,2.38e-10,3e-11,1.75e-10,2.5e-05,2.4e-05,-0.753,-0.578,7.635,0.485,1.238,-7.139,0.0137
5.25e-10,4e-11,2.38e-10,3e-11,1.75e-10,2.5e-05,2.8e-05,-0.735,-0.771,6.945,0.506,1.402,-6.239,0.0146
5.25e-10,4e-11,2.38e-10,3e-11,1.75e-10,2.5e-05,3.6e-05,-0.713,-1.421,5.28,0.555,1.761,-4.96,0.0165
5.25e-10,4e-11,2.38e-10,3e-11,1.75e-10,2.5e-05,4e-05,-0.707,-1.863,4.328,0.489,1.825,-4.763,0.0174
5.25e-10,4e-11,2.38e-10,3e-11,1.75e-10,2.8e-05,3.2e-05,-0.844,-1.013,5.601,0.484,1.629,-5.213,0.0165
5.25e-10,4e-11,2.38e-10,3e-11,1.75e-10,2.8e-05,2.4e-05,-0.881,-0.571,6.769,0.417,1.24,-6.99,0.0147
5.25e-10,4e-11,2.38e-10,3e-11,1.75e-10,2.8e-05,2.8e-05,-0.857,-0.747,6.213,0.435,1.405,-6.074,0.0156
5.25e-10,4e-11,2.38e-10,3e-11,1.75e-10,2.8e-05,3.6e-05,-0.836,-1.378,4.913,0.503,1.785,-4.734,0.0175
5.25e-10,4e-11,2.38e-10,3e-11,1.75e-10,2.8e-05,4e-05,-0.831,-1.82,4.109,0.461,1.861,-4.515,0.0184
5.25e-10,4e-11,2.38e-10,3e-11,8.75e-11,2.2e-05,3.2e-05,-0.594,-0.984,5.339,0.523,1.663,-5.299,0.0146
5.25e-10,4e-11,2.38e-10,3e-11,8.75e-11,2.2e-05,2.4e-05,-0.596,-0.507,6.277,0.449,1.268,-7.032,0.0127
5.25e-10,4e-11,2.38e-10,3e-11,8.75e-11,2.2e-05,2.8e-05,-0.597,-0.695,5.944,0.49,1.437,-6.142,0.0137
5.25e-10,4e-11,2.38e-10,3e-11,8.75e-11,2.2e-05,3.6e-05,-0.591,-1.401,4.611,0.506,1.805,-4.857,0.0155
5.25e-10,4e-11,2.38e-10,3e-11,8.75e-11,2.2e-05,4e-05,-0.588,-1.941,3.762,0.423,1.864,-4.669,0.0164
5.25e-10,4e-11,2.38e-10,3e-11,8.75e-11,1.6e-05,3.2e-05,-0.447,-0.961,3.08,0.245,1.497,-6.461,0.0126
5.25e-10,4e-11,2.38e-10,3e-11,8.75e-11,1.6e-05,2.4e-05,-0.444,-0.472,3.303,0.204,1.19,-7.985,0.0108
5.25e-10,4e-11,2.38e-10,3e-11,8.75e-11,1.6e-05,2.8e-05,-0.447,-0.657,3.472,0.253,1.341,-7.138,0.0117
5.25e-10,4e-11,2.38e-10,3e-11,8.75e-11,1.6e-05,3.6e-05,-0.447,-1.401,2.4,0.178,1.57,-6.139,0.0136
5.25e-10,4e-11,2.38e-10,3e-11,8.75e-11,1.6e-05,4e-05,-0.447,-1.966,1.519,0.083,1.551,-6.065,0.0145
5.25e-10,4e-11,2.38e-10,3e-11,8.75e-11,1.9e-05,3.2e-05,-0.509,-0.974,4.456,0.422,1.596,-5.795,0.0136
5.25e-10,4e-11,2.38e-10,3e-11,8.75e-11,1.9e-05,2.4e-05,-0.506,-0.487,5.04,0.355,1.238,-7.427,0.0118
5.25e-10,4e-11,2.38e-10,3e-11,8.75e-11,1.9e-05,2.8e-05,-0.509,-0.675,4.97,0.409,1.398,-6.571,0.0127
5.25e-10,4e-11,2.38e-10,3e-11,8.75e-11,1.9e-05,3.6e-05,-0.508,-1.405,3.734,0.376,1.71,-5.403,0.0145
5.25e-10,4e-11,2.38e-10,3e-11,8.75e-11,1.9e-05,4e-05,-0.506,-1.958,2.853,0.265,1.744,-5.24,0.0155
5.25e-10,4e-11,2.38e-10,3e-11,8.75e-11,2.5e-05,3.2e-05,-0.702,-0.982,5.663,0.551,1.704,-4.954,0.0156
5.25e-10,4e-11,2.38e-10,3e-11,8.75e-11,2.5e-05,2.4e-05,-0.72,-0.529,6.776,0.48,1.29,-6.777,0.0137
5.25e-10,4e-11,2.38e-10,3e-11,8.75e-11,2.5e-05,2.8e-05,-0.711,-0.707,6.267,0.509,1.462,-5.843,0.0147
5.25e-10,4e-11,2.38e-10,3e-11,8.75e-11,2.5e-05,3.6e-05,-0.694,-1.384,5.001,0.559,1.866,-4.47,0.0165
5.25e-10,4e-11,2.38e-10,3e-11,8.75e-11,2.5e-05,4e-05,-0.688,-1.91,4.235,0.511,1.943,-4.257,0.0174
5.25e-10,4e-11,2.38e-10,3e-11,8.75e-11,2.8e-05,3.2e-05,-0.815,-0.96,5.342,0.503,1.72,-4.754,0.0166
5.25e-10,4e-11,2.38e-10,3e-11,8.75e-11,2.8e-05,2.4e-05,-0.849,-0.537,6.277,0.435,1.3,-6.625,0.0147
5.25e-10,4e-11,2.38e-10,3e-11,8.75e-11,2.8e-05,2.8e-05,-0.829,-0.7,5.809,0.455,1.47,-5.673,0.0156
5.25e-10,4e-11,2.38e-10,3e-11,8.75e-11,2.8e-05,3.6e-05,-0.805,-1.347,4.831,0.528,1.895,-4.235,0.0175
5.25e-10,4e-11,2.38e-10,3e-11,8.75e-11,2.8e-05,4e-05,-0.799,-1.863,4.205,0.504,1.986,-3.991,0.0184
5.25e-10,4e-11,2.38e-10,3e-11,2.63e-10,2.2e-05,3.2e-05,-0.612,-1.092,6.251,0.545,1.467,-6.277,0.0146
5.25e-10,4e-11,2.38e-10,3e-11,2.63e-10,2.2e-05,2.4e-05,-0.633,-0.62,8.392,0.46,1.117,-8.032,0.0127
5.25e-10,4e-11,2.38e-10,3e-11,2.63e-10,2.2e-05,2.8e-05,-0.622,-0.829,7.424,0.509,1.263,-7.118,0.0136
5.25e-10,4e-11,2.38e-10,3e-11,2.63e-10,2.2e-05,3.6e-05,-0.606,-1.41,5.045,0.502,1.581,-5.879,0.0155
5.25e-10,4e-11,2.38e-10,3e-11,2.63e-10,2.2e-05,4e-05,-0.601,-1.757,3.825,0.37,1.612,-5.734,0.0164
5.25e-10,4e-11,2.38e-10,3e-11,2.63e-10,1.6e-05,3.2e-05,-0.428,-1.121,4.43,0.38,1.366,-7.2,0.0126
5.25e-10,4e-11,2.38e-10,3e-11,2.63e-10,1.6e-05,2.4e-05,-0.427,-0.586,6.197,0.378,1.085,-8.75,0.0108
5.25e-10,4e-11,2.38e-10,3e-11,2.63e-10,1.6e-05,2.8e-05,-0.429,-0.829,5.605,0.416,1.214,-7.901,0.0117
5.25e-10,4e-11,2.38e-10,3e-11,2.63e-10,1.6e-05,3.6e-05,-0.426,-1.454,3.109,0.246,1.43,-6.883,0.0135
5.25e-10,4e-11,2.38e-10,3e-11,2.63e-10,1.6e-05,4e-05,-0.425,-1.804,1.76,0.092,1.379,-6.884,0.0145
5.25e-10,4e-11,2.38e-10,3e-11,2.63e-10,1.9e-05,3.2e-05,-0.501,-1.112,5.689,0.507,1.433,-6.667,0.0136
5.25e-10,4e-11,2.38e-10,3e-11,2.63e-10,1.9e-05,2.4e-05,-0.506,-0.605,7.731,0.445,1.11,-8.346,0.0117
5.25e-10,4e-11,2.38e-10,3e-11,2.63e-10,1.9e-05,2.8e-05,-0.505,-0.834,6.905,0.496,1.249,-7.458,0.0127
5.25e-10,4e-11,2.38e-10,3e-11,2.63e-10,1.9e-05,3.6e-05,-0.497,-1.436,4.398,0.421,1.526,-6.307,0.0145
5.25e-10,4e-11,2.38e-10,3e-11,2.63e-10,1.9e-05,4e-05,-0.495,-1.784,3.096,0.256,1.528,-6.204,0.0154
5.25e-10,4e-11,2.38e-10,3e-11,2.63e-10,2.5e-05,3.2e-05,-0.751,-1.061,6.123,0.515,1.484,-5.974,0.0155
5.25e-10,4e-11,2.38e-10,3e-11,2.63e-10,2.5e-05,2.4e-05,-0.789,-0.618,8.082,0.429,1.115,-7.782,0.0137
5.25e-10,4e-11,2.38e-10,3e-11,2.63e-10,2.5e-05,2.8e-05,-0.765,-0.808,7.152,0.475,1.269,-6.837,0.0146
5.25e-10,4e-11,2.38e-10,3e-11,2.63e-10,2.5e-05,3.6e-05,-0.743,-1.377,5.059,0.501,1.613,-5.548,0.0165
5.25e-10,4e-11,2.38e-10,3e-11,2.63e-10,2.5e-05,4e-05,-0.738,-1.727,3.955,0.4,1.662,-5.376,0.0174
5.25e-10,4e-11,2.38e-10,3e-11,2.63e-10,2.8e-05,3.2e-05,-0.879,-1.026,5.388,0.438,1.49,-5.76,0.0165
5.25e-10,4e-11,2.38e-10,3e-11,2.63e-10,2.8e-05,2.4e-05,-0.908,-0.597,6.939,0.355,1.109,-7.607,0.0147
5.25e-10,4e-11,2.38e-10,3e-11,2.63e-10,2.8e-05,2.8e-05,-0.887,-0.776,6.208,0.397,1.27,-6.636,0.0156
5.25e-10,4e-11,2.38e-10,3e-11,2.63e-10,2.8e-05,3.6e-05,-0.875,-1.343,4.495,0.423,1.629,-5.311,0.0174
5.25e-10,4e-11,2.38e-10,3e-11,2.63e-10,2.8e-05,4e-05,-0.875,-1.701,3.523,0.343,1.691,-5.113,0.0184
5.25e-10,4e-11,2.38e-10,9e-11,1.75e-10,2.2e-05,3.2e-05,-0.599,-4.063,11.32,3.763,5.865,-0.149,0.0146
5.25e-10,4e-11,2.38e-10,9e-11,1.75e-10,2.2e-05,2.4e-05,-0.61,-1.828,13.66,3.672,5.322,-1.0,0.0127
5.25e-10,4e-11,2.38e-10,9e-11,1.75e-10,2.2e-05,2.8e-05,-0.605,-2.772,12.68,3.641,5.519,-0.603,0.0137
5.25e-10,4e-11,2.38e-10,9e-11,1.75e-10,2.2e-05,3.6e-05,-0.593,-5.758,9.792,3.699,6.018,0.045,0.0155
5.25e-10,4e-11,2.38e-10,9e-11,1.75e-10,2.2e-05,4e-05,-0.589,-7.871,8.191,3.121,5.765,-0.067,0.0164
5.25e-10,4e-11,2.38e-10,9e-11,1.75e-10,1.6e-05,3.2e-05,-0.437,-4.041,9.217,3.245,5.414,-1.148,0.0126
5.25e-10,4e-11,2.38e-10,9e-11,1.75e-10,1.6e-05,2.4e-05,-0.435,-1.636,11.02,3.224,5.099,-1.866,0.0108
5.25e-10,4e-11,2.38e-10,9e-11,1.75e-10,1.6e-05,2.8e-05,-0.437,-2.638,10.49,3.279,5.226,-1.495,0.0117
5.25e-10,4e-11,2.38e-10,9e-11,1.75e-10,1.6e-05,3.6e-05,-0.436,-5.842,7.631,2.721,5.333,-1.076,0.0135
5.25e-10,4e-11,2.38e-10,9e-11,1.75e-10,1.6e-05,4e-05,-0.435,-8.041,5.94,1.728,4.585,-1.543,0.0145
5.25e-10,4e-11,2.38e-10,9e-11,1.75e-10,1.9e-05,3.2e-05,-0.502,-4.071,10.56,3.618,5.685,-0.578,0.0136
5.25e-10,4e-11,2.38e-10,9e-11,1.75e-10,1.9e-05,2.4e-05,-0.503,-1.724,12.68,3.537,5.233,-1.366,0.0118
5.25e-10,4e-11,2.38e-10,9e-11,1.75e-10,1.9e-05,2.8e-05,-0.504,-2.715,11.91,3.543,5.405,-0.986,0.0127
5.25e-10,4e-11,2.38e-10,9e-11,1.75e-10,1.9e-05,3.6e-05,-0.5,-5.823,8.977,3.382,5.757,-0.425,0.0145
5.25e-10,4e-11,2.38e-10,9e-11,1.75e-10,1.9e-05,4e-05,-0.498,-7.98,7.314,2.568,5.346,-0.627,0.0154
5.25e-10,4e-11,2.38e-10,9e-11,1.75e-10,2.5e-05,3.2e-05,-0.72,-3.981,11.46,3.72,5.962,0.146,0.0156
5.25e-10,4e-11,2.38e-10,9e-11,1.75e-10,2.5e-05,2.4e-05,-0.751,-1.9,13.76,3.632,5.38,-0.755,0.0137
5.25e-10,4e-11,2.38e-10,9e-11,1.75e-10,2.5e-05,2.8e-05,-0.733,-2.762,12.72,3.587,5.578,-0.341,0.0146
5.25e-10,4e-11,2.38e-10,9e-11,1.75e-10,2.5e-05,3.6e-05,-0.712,-5.622,10.05,3.741,6.169,0.374,0.0165
5.25e-10,4e-11,2.38e-10,9e-11,1.75e-10,2.5e-05,4e-05,-0.707,-7.696,8.559,3.346,5.99,0.299,0.0174
5.25e-10,4e-11,2.38e-10,9e-11,1.75e-10,2.8e-05,3.2e-05,-0.843,-3.823,10.97,3.487,5.978,0.321,0.0165
5.25e-10,4e-11,2.38e-10,9e-11,1.75e-10,2.8e-05,2.4e-05,-0.878,-1.872,12.91,3.386,5.39,-0.608,0.0147
5.25e-10,4e-11,2.38e-10,9e-11,1.75e-10,2.8e-05,2.8e-05,-0.855,-2.66,12.03,3.331,5.571,-0.189,0.0156
5.25e-10,4e-11,2.38e-10,9e-11,1.75e-10,2.8e-05,3.6e-05,-0.836,-5.423,9.735,3.571,6.223,0.576,0.0175
5.25e-10,4e-11,2.38e-10,9e-11,1.75e-10,2.8e-05,4e-05,-0.832,-7.47,8.378,3.292,6.094,0.53,0.0184
5.25e-10,4e-11,2.38e-10,9e-11,8.75e-11,2.2e-05,3.2e-05,-0.593,-3.593,10.69,3.937,6.175,0.278,0.0146
5.25e-10,4e-11,2.38e-10,9e-11,8.75e-11,2.2e-05,2.4e-05,-0.597,-1.56,12.49,3.729,5.474,-0.689,0.0127
5.25e-10,4e-11,2.38e-10,9e-11,8.75e-11,2.2e-05,2.8e-05,-0.597,-2.377,11.8,3.904,5.894,-0.099,0.0137
5.25e-10,4e-11,2.38e-10,9e-11,8.75e-11,2.2e-05,3.6e-05,-0.59,-5.299,9.328,3.761,6.218,0.39,0.0155
5.25e-10,4e-11,2.38e-10,9e-11,8.75e-11,2.2e-05,4e-05,-0.586,-7.551,7.817,3.177,5.934,0.257,0.0164
5.25e-10,4e-11,2.38e-10,9e-11,8.75e-11,1.6e-05,3.2e-05,-0.447,-3.461,8.434,3.153,5.645,-0.793,0.0126
5.25e-10,4e-11,2.38e-10,9e-11,8.75e-11,1.6e-05,2.4e-05,-0.445,-1.394,9.575,3.052,5.17,-1.627,0.0108
5.25e-10,4e-11,2.38e-10,9e-11,8.75e-11,1.6e-05,2.8e-05,-0.447,-2.196,9.374,3.271,5.532,-1.06,0.0117
5.25e-10,4e-11,2.38e-10,9e-11,8.75e-11,1.6e-05,3.6e-05,-0.447,-5.24,7.086,2.595,5.435,-0.829,0.0136
5.25e-10,4e-11,2.38e-10,9e-11,8.75e-11,1.6e-05,4e-05,-0.446,-7.565,5.523,1.658,4.662,-1.331,0.0145
5.25e-10,4e-11,2.38e-10,9e-11,8.75e-11,1.9e-05,3.2e-05,-0.509,-3.533,9.802,3.685,5.974,-0.175,0.0136
5.25e-10,4e-11,2.38e-10,9e-11,8.75e-11,1.9e-05,2.4e-05,-0.506,-1.463,11.29,3.501,5.362,-1.076,0.0118
5.25e-10,4e-11,2.38e-10,9e-11,8.75e-11,1.9e-05,2.8e-05,-0.509,-2.282,10.85,3.7,5.756,-0.508,0.0127
5.25e-10,4e-11,2.38e-10,9e-11,8.75e-11,1.9e-05,3.6e-05,-0.507,-5.282,8.429,3.37,5.933,-0.109,0.0145
5.25e-10,4e-11,2.38e-10,9e-11,8.75e-11,1.9e-05,4e-05,-0.506,-7.576,6.877,2.559,5.481,-0.344,0.0155
5.25e-10,4e-11,2.38e-10,9e-11,8.75e-11,2.5e-05,3.2e-05,-0.7,-3.604,11.03,3.973,6.292,0.593,0.0156
5.25e-10,4e-11,2.38e-10,9e-11,8.75e-11,2.5e-05,2.4e-05,-0.719,-1.667,12.97,3.782,5.559,-0.438,0.0137
5.25e-10,4e-11,2.38e-10,9e-11,8.75e-11,2.5e-05,2.8e-05,-0.709,-2.443,12.12,3.914,5.977,0.184,0.0147
5.25e-10,4e-11,2.38e-10,9e-11,8.75e-11,2.5e-05,3.6e-05,-0.692,-5.255,9.756,3.905,6.383,0.736,0.0165
5.25e-10,4e-11,2.38e-10,9e-11,8.75e-11,2.5e-05,4e-05,-0.687,-7.458,8.334,3.489,6.177,0.646,0.0174
5.25e-10,4e-11,2.38e-10,9e-11,8.75e-11,2.8e-05,3.2e-05,-0.813,-3.524,10.75,3.807,6.325,0.775,0.0166
5.25e-10,4e-11,2.38e-10,9e-11,8.75e-11,2.8e-05,2.4e-05,-0.847,-1.71,12.47,3.606,5.598,-0.289,0.0147
5.25e-10,4e-11,2.38e-10,9e-11,8.75e-11,2.8e-05,2.8e-05,-0.826,-2.423,11.69,3.707,5.995,0.342,0.0156
5.25e-10,4e-11,2.38e-10,9e-11,8.75e-11,2.8e-05,3.6e-05,-0.804,-5.118,9.639,3.794,6.449,0.946,0.0175
5.25e-10,4e-11,2.38e-10,9e-11,8.75e-11,2.8e-05,4e-05,-0.798,-7.269,8.357,3.493,6.291,0.887,0.0184
5.25e-10,4e-11,2.38e-10,9e-11,2.63e-10,2.2e-05,3.2e-05,-0.611,-4.252,11.53,3.616,5.602,-0.547,0.0146
5.25e-10,4e-11,2.38e-10,9e-11,2.63e-10,2.2e-05,2.4e-05,-0.632,-2.101,14.45,3.21,4.761,-1.76,0.0127
5.25e-10,4e-11,2.38e-10,9e-11,2.63e-10,2.2e-05,2.8e-05,-0.62,-3.054,13.13,3.378,5.1,-1.13,0.0136
5.25e-10,4e-11,2.38e-10,9e-11,2.63e-10,2.2e-05,3.6e-05,-0.605,-5.731,9.877,3.497,5.696,-0.408,0.0155
5.25e-10,4e-11,2.38e-10,9e-11,2.63e-10,2.2e-05,4e-05,-0.601,-7.458,8.226,2.812,5.342,-0.604,0.0164
5.25e-10,4e-11,2.38e-10,9e-11,2.63e-10,1.6e-05,3.2e-05,-0.427,-4.366,9.654,3.228,5.277,-1.405,0.0126
5.25e-10,4e-11,2.38e-10,9e-11,2.63e-10,1.6e-05,2.4e-05,-0.427,-1.935,12.29,3.017,4.652,-2.459,0.0108
5.25e-10,4e-11,2.38e-10,9e-11,2.63e-10,1.6e-05,2.8e-05,-0.428,-3.037,11.28,3.216,4.949,-1.868,0.0117
5.25e-10,4e-11,2.38e-10,9e-11,2.63e-10,1.6e-05,3.6e-05,-0.426,-5.922,7.875,2.614,5.135,-1.397,0.0135
5.25e-10,4e-11,2.38e-10,9e-11,2.63e-10,1.6e-05,4e-05,-0.425,-7.69,6.106,1.595,4.298,-1.959,0.0145
5.25e-10,4e-11,2.38e-10,9e-11,2.63e-10,1.9e-05,3.2e-05,-0.5,-4.334,10.94,3.545,5.505,-0.906,0.0136
5.25e-10,4e-11,2.38e-10,9e-11,2.63e-10,1.9e-05,2.4e-05,-0.506,-2.026,13.8,3.171,4.746,-2.064,0.0117
5.25e-10,4e-11,2.38e-10,9e-11,2.63e-10,1.9e-05,2.8e-05,-0.504,-3.07,12.59,3.366,5.064,-1.451,0.0127
5.25e-10,4e-11,2.38e-10,9e-11,2.63e-10,1.9e-05,3.6e-05,-0.497,-5.849,9.194,3.237,5.507,-0.817,0.0145
5.25e-10,4e-11,2.38e-10,9e-11,2.63e-10,1.9e-05,4e-05,-0.494,-7.593,7.468,2.323,4.972,-1.127,0.0154
